game,overall_score,rating,arch_score,maintain_score,test_score,docs_score,robust_score,mbt_files,moonpkg_files,mbti_files,total_lines,non_empty_lines,fn_count,documented_fn_count,doc_fn_ratio,max_file_lines,max_file_path,max_fn_lines,max_fn_name,max_fn_file,long_fn_count_80,long_fn_count_120,if_count,match_count,for_count,while_count,branch_density,clamp_count,test_files,doctest_blocks,has_readme,has_arch,has_triads,old_style_loops,large_file_count,recommendations
teahouse_midnight_service_2026,57,Fair,16,21,0,11,9,7,4,4,3442,3075,77,77,1.0,1371,teahouse_midnight_service_2026/internal/render/render.mbt,139,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,teahouse_midnight_service_2026/internal/render/render.mbt,9,2,110,12,63,2,1.5844155844155845,31,0,0,True,False,True,0,4,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `teahouse_midnight_service_2026/internal/render/render.mbt` (max ~139 lines) | Break large files (>300 LOC) into feature-focused modules
temple_relic_run_2026,40,Needs Attention,2,16,0,11,11,1,1,1,1846,1684,19,19,1.0,1846,temple_relic_run_2026/main.mbt,1532,fn main {,temple_relic_run_2026/main.mbt,1,1,156,0,49,1,8.210526315789474,7,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `temple_relic_run_2026/main.mbt` (max ~1532 lines)
tetris_meteor_fall_2026,60,Fair,19,21,0,11,9,7,4,4,825,777,17,17,1.0,278,tetris_meteor_fall_2026/internal/game/logic.mbt,129,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,tetris_meteor_fall_2026/internal/render/render.mbt,2,1,37,29,22,6,3.8823529411764706,0,0,0,True,False,True,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `tetris_meteor_fall_2026/internal/render/render.mbt` (max ~129 lines)
text_codepoints_loading,49,Needs Attention,6,21,0,11,11,1,1,1,127,111,2,2,1.0,127,text_codepoints_loading/main.mbt,108,fn main {,text_codepoints_loading/main.mbt,1,0,4,0,6,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
text_draw_3d,39,Needs Attention,3,18,0,11,7,1,1,1,898,871,7,7,1.0,898,text_draw_3d/main.mbt,519,fn main {,text_draw_3d/main.mbt,2,1,54,0,7,3,7.714285714285714,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `text_draw_3d/main.mbt` (max ~519 lines)
text_font_filters,46,Needs Attention,6,20,0,11,9,1,1,1,125,107,1,1,1.0,125,text_font_filters/main.mbt,124,fn main {,text_font_filters/main.mbt,1,1,8,0,1,1,8.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `text_font_filters/main.mbt` (max ~124 lines)
text_font_loading,51,Needs Attention,6,23,0,11,11,1,1,1,86,76,1,1,1.0,86,text_font_loading/main.mbt,85,fn main {,text_font_loading/main.mbt,1,0,2,0,0,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
text_font_sdf,45,Needs Attention,6,19,0,11,9,1,1,1,165,145,1,1,1.0,165,text_font_sdf/main.mbt,164,fn main {,text_font_sdf/main.mbt,1,1,5,0,2,1,5.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `text_font_sdf/main.mbt` (max ~164 lines)
text_font_spritefont,53,Needs Attention,6,25,0,11,11,1,1,1,67,58,1,1,1.0,67,text_font_spritefont/main.mbt,66,fn main {,text_font_spritefont/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
text_format_text,53,Needs Attention,6,25,0,11,11,1,1,1,39,34,1,1,1.0,39,text_format_text/main.mbt,38,fn main {,text_format_text/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
text_input_box,48,Needs Attention,6,20,0,11,11,1,1,1,132,125,2,2,1.0,132,text_input_box/main.mbt,120,fn main {,text_input_box/main.mbt,1,0,11,0,1,2,5.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
text_raylib_fonts,51,Needs Attention,6,23,0,11,11,1,1,1,92,86,1,1,1.0,92,text_raylib_fonts/main.mbt,91,fn main {,text_raylib_fonts/main.mbt,1,0,0,0,4,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
text_rectangle_bounds,39,Needs Attention,5,16,0,11,7,1,1,1,328,314,3,3,1.0,328,text_rectangle_bounds/main.mbt,165,fn main {,text_rectangle_bounds/main.mbt,2,2,34,0,3,2,11.333333333333334,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `text_rectangle_bounds/main.mbt` (max ~165 lines)
text_unicode,34,Needs Attention,3,13,0,11,7,1,1,1,630,595,3,2,0.6666666666666666,630,text_unicode/main.mbt,231,fn randomize_emoji() {,text_unicode/main.mbt,2,1,32,0,7,2,10.666666666666666,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `text_unicode/main.mbt` (max ~231 lines)
text_writing_anim,53,Needs Attention,6,25,0,11,11,1,1,1,60,54,2,2,1.0,60,text_writing_anim/main.mbt,48,fn main {,text_writing_anim/main.mbt,0,0,3,0,1,1,1.5,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_background_scrolling,47,Needs Attention,6,21,0,11,9,1,1,1,124,111,1,1,1.0,124,textures_background_scrolling/main.mbt,123,fn main {,textures_background_scrolling/main.mbt,1,1,4,0,1,1,4.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_background_scrolling/main.mbt` (max ~123 lines)
textures_blend_modes,51,Needs Attention,6,23,0,11,11,1,1,1,88,79,1,1,1.0,88,textures_blend_modes/main.mbt,87,fn main {,textures_blend_modes/main.mbt,1,0,2,1,0,1,3.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_bunnymark,49,Needs Attention,6,21,0,11,11,1,1,1,118,105,1,1,1.0,118,textures_bunnymark/main.mbt,110,fn main {,textures_bunnymark/main.mbt,1,0,4,0,3,1,4.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_draw_tiled,40,Needs Attention,4,18,0,11,7,1,1,1,442,422,3,3,1.0,442,textures_draw_tiled/main.mbt,232,fn main {,textures_draw_tiled/main.mbt,2,2,22,0,11,1,7.333333333333333,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_draw_tiled/main.mbt` (max ~232 lines)
textures_fog_of_war,40,Needs Attention,6,14,0,11,9,1,1,1,185,166,1,1,1.0,185,textures_fog_of_war/main.mbt,184,fn main {,textures_fog_of_war/main.mbt,1,1,13,0,9,1,13.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_fog_of_war/main.mbt` (max ~184 lines)
textures_gif_player,48,Needs Attention,6,20,0,11,11,1,1,1,119,109,1,1,1.0,119,textures_gif_player/main.mbt,118,fn main {,textures_gif_player/main.mbt,1,0,7,1,2,1,8.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_image_channel,47,Needs Attention,6,21,0,11,9,1,1,1,145,129,1,1,1.0,145,textures_image_channel/main.mbt,144,fn main {,textures_image_channel/main.mbt,1,1,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_image_channel/main.mbt` (max ~144 lines)
textures_image_drawing,51,Needs Attention,6,23,0,11,11,1,1,1,99,82,1,1,1.0,99,textures_image_drawing/main.mbt,98,fn main {,textures_image_drawing/main.mbt,1,0,0,0,1,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_image_generation,49,Needs Attention,6,21,0,11,11,1,1,1,111,101,1,1,1.0,111,textures_image_generation/main.mbt,110,fn main {,textures_image_generation/main.mbt,1,0,1,1,1,1,2.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_image_kernel,51,Needs Attention,6,23,0,11,11,1,1,1,118,99,3,3,1.0,118,textures_image_kernel/main.mbt,90,fn main {,textures_image_kernel/main.mbt,1,0,1,0,4,1,0.3333333333333333,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_image_loading,53,Needs Attention,6,25,0,11,11,1,1,1,43,36,1,1,1.0,43,textures_image_loading/main.mbt,42,fn main {,textures_image_loading/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_image_processing,42,Needs Attention,6,16,0,11,9,1,1,1,164,144,1,1,1.0,164,textures_image_processing/main.mbt,163,fn main {,textures_image_processing/main.mbt,1,1,10,1,2,1,11.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_image_processing/main.mbt` (max ~163 lines)
textures_image_rotate,53,Needs Attention,6,25,0,11,11,1,1,1,71,65,1,1,1.0,71,textures_image_rotate/main.mbt,70,fn main {,textures_image_rotate/main.mbt,0,0,1,0,1,1,1.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_image_text,53,Needs Attention,6,25,0,11,11,1,1,1,70,58,1,1,1.0,70,textures_image_text/main.mbt,69,fn main {,textures_image_text/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_logo_raylib,53,Needs Attention,6,25,0,11,11,1,1,1,39,32,1,1,1.0,39,textures_logo_raylib/main.mbt,38,fn main {,textures_logo_raylib/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_mouse_painting,39,Needs Attention,5,14,0,11,9,1,1,1,269,238,1,1,1.0,269,textures_mouse_painting/main.mbt,268,fn main {,textures_mouse_painting/main.mbt,1,1,23,0,3,1,23.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_mouse_painting/main.mbt` (max ~268 lines)
textures_npatch_drawing,44,Needs Attention,6,18,0,11,9,1,1,1,172,158,1,1,1.0,172,textures_npatch_drawing/main.mbt,171,fn main {,textures_npatch_drawing/main.mbt,1,1,8,0,0,1,8.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_npatch_drawing/main.mbt` (max ~171 lines)
textures_particles_blending,46,Needs Attention,6,20,0,11,9,1,1,1,158,139,1,1,1.0,158,textures_particles_blending/main.mbt,147,fn main {,textures_particles_blending/main.mbt,1,1,7,0,4,1,7.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `textures_particles_blending/main.mbt` (max ~147 lines)
textures_polygon,51,Needs Attention,6,23,0,11,11,1,1,1,134,109,2,2,1.0,134,textures_polygon/main.mbt,88,fn main {,textures_polygon/main.mbt,1,0,0,0,4,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_raw_data,53,Needs Attention,6,25,0,11,11,1,1,1,62,57,1,1,1.0,62,textures_raw_data/main.mbt,61,fn main {,textures_raw_data/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_sprite_anim,50,Needs Attention,6,22,0,11,11,1,1,1,100,93,1,1,1.0,100,textures_sprite_anim/main.mbt,99,fn main {,textures_sprite_anim/main.mbt,1,0,7,0,1,1,7.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_sprite_button,51,Needs Attention,6,23,0,11,11,1,1,1,91,75,1,1,1.0,91,textures_sprite_button/main.mbt,90,fn main {,textures_sprite_button/main.mbt,1,0,4,0,1,1,4.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_sprite_explosion,50,Needs Attention,6,22,0,11,11,1,1,1,94,78,1,1,1.0,94,textures_sprite_explosion/main.mbt,93,fn main {,textures_sprite_explosion/main.mbt,1,0,7,0,2,1,7.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_srcrec_dstrec,51,Needs Attention,6,23,0,11,11,1,1,1,92,82,1,1,1.0,92,textures_srcrec_dstrec/main.mbt,91,fn main {,textures_srcrec_dstrec/main.mbt,1,0,0,0,3,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
textures_to_image,53,Needs Attention,6,25,0,11,11,1,1,1,49,40,1,1,1.0,49,textures_to_image/main.mbt,48,fn main {,textures_to_image/main.mbt,0,0,0,0,0,1,0.0,0,0,0,True,False,False,0,0,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
time_loop_arena_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1819,1647,21,21,1.0,1819,time_loop_arena_2026/main.mbt,1318,fn main {,time_loop_arena_2026/main.mbt,1,1,136,0,29,1,6.476190476190476,8,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `time_loop_arena_2026/main.mbt` (max ~1318 lines)
topdown_survivor_2026,42,Needs Attention,4,16,0,11,11,1,1,1,437,403,4,4,1.0,437,topdown_survivor_2026/main.mbt,328,fn main {,topdown_survivor_2026/main.mbt,1,1,42,1,10,1,10.75,3,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `topdown_survivor_2026/main.mbt` (max ~328 lines)
tower_defense_3d,52,Needs Attention,16,18,0,11,7,11,5,5,7441,6990,98,98,1.0,1552,tower_defense_3d/internal/render/render_world.mbt,211,fn @types.Game::draw_tower_info_panel(game : @types.Game) -> Unit {,tower_defense_3d/internal/render/render_ui.mbt,14,3,496,25,198,1,5.316326530612245,20,0,0,True,False,True,0,9,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `tower_defense_3d/internal/render/render_ui.mbt` (max ~211 lines) | Break large files (>300 LOC) into feature-focused modules
tower_defense_frontier_2026,39,Needs Attention,5,16,0,11,7,1,1,1,316,283,3,3,1.0,316,tower_defense_frontier_2026/main.mbt,258,fn main {,tower_defense_frontier_2026/main.mbt,1,1,30,0,10,1,10.0,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `tower_defense_frontier_2026/main.mbt` (max ~258 lines)
train_dispatch_2026,40,Needs Attention,4,18,0,11,7,1,1,1,470,433,8,8,1.0,470,train_dispatch_2026/main.mbt,350,fn main {,train_dispatch_2026/main.mbt,1,1,57,0,7,1,7.125,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `train_dispatch_2026/main.mbt` (max ~350 lines)
treasure_map_expedition_2026,42,Needs Attention,5,19,0,11,7,1,1,1,331,287,5,5,1.0,331,treasure_map_expedition_2026/main.mbt,245,fn main {,treasure_map_expedition_2026/main.mbt,1,1,23,0,10,1,4.6,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `treasure_map_expedition_2026/main.mbt` (max ~245 lines)
ufo_cow_rescue_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1553,1413,16,16,1.0,1553,ufo_cow_rescue_2026/main.mbt,1196,fn main {,ufo_cow_rescue_2026/main.mbt,1,1,122,0,30,1,7.625,7,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `ufo_cow_rescue_2026/main.mbt` (max ~1196 lines)
urban_flood_evacuation_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2429,2186,42,39,0.9285714285714286,2429,urban_flood_evacuation_2026/main.mbt,923,fn reset_run() -> Unit {,urban_flood_evacuation_2026/main.mbt,2,2,156,0,32,6,3.7142857142857144,9,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `urban_flood_evacuation_2026/main.mbt` (max ~923 lines)
void_anchor_raid_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2426,2232,28,28,1.0,2426,void_anchor_raid_2026/main.mbt,1682,fn main {,void_anchor_raid_2026/main.mbt,2,2,169,0,44,2,6.035714285714286,22,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `void_anchor_raid_2026/main.mbt` (max ~1682 lines)
volcano_airlift_2026,42,Needs Attention,2,18,0,11,11,1,1,1,1004,905,10,10,1.0,1004,volcano_airlift_2026/main.mbt,818,fn main {,volcano_airlift_2026/main.mbt,1,1,79,0,10,1,7.9,4,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `volcano_airlift_2026/main.mbt` (max ~818 lines)
volcano_rescue_ops_2026,55,Fair,16,19,0,11,9,7,4,4,2702,2352,72,72,1.0,1041,volcano_rescue_ops_2026/internal/game/logic.mbt,262,fn @types.Game::draw_side_panel(game : @types.Game) -> Unit {,volcano_rescue_ops_2026/internal/render/render.mbt,6,4,122,5,30,8,1.7638888888888888,15,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `volcano_rescue_ops_2026/internal/render/render.mbt` (max ~262 lines)
voxel_world_3d,50,Needs Attention,16,16,0,11,7,13,5,5,7028,6490,68,68,1.0,1417,voxel_world_3d/internal/render/render_world.mbt,913,"fn hash_2d(x : Int, z : Int) -> Int {",voxel_world_3d/internal/types/utils.mbt,17,5,588,10,247,4,8.794117647058824,18,0,0,True,False,True,0,8,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `voxel_world_3d/internal/types/utils.mbt` (max ~913 lines) | Break large files (>300 LOC) into feature-focused modules
warehouse_forklift_2026,42,Needs Attention,5,19,0,11,7,1,1,1,344,306,7,7,1.0,344,warehouse_forklift_2026/main.mbt,222,fn main {,warehouse_forklift_2026/main.mbt,1,1,20,0,9,1,2.857142857142857,0,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `warehouse_forklift_2026/main.mbt` (max ~222 lines)
wildfire_airlift_command_2026,42,Needs Attention,2,18,0,11,11,1,1,1,2870,2578,49,46,0.9387755102040817,2870,wildfire_airlift_command_2026/main.mbt,1032,fn reset_run() -> Unit {,wildfire_airlift_command_2026/main.mbt,4,2,184,0,42,6,3.7551020408163267,14,0,0,True,False,False,0,1,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `wildfire_airlift_command_2026/main.mbt` (max ~1032 lines)
wuxia_rooftop_duel_2026,60,Fair,17,21,0,11,11,7,4,4,2086,1811,45,45,1.0,884,wuxia_rooftop_duel_2026/internal/game/logic.mbt,127,fn @types.Game::draw_hud(game : @types.Game) -> Unit {,wuxia_rooftop_duel_2026/internal/render/render.mbt,4,1,103,18,16,2,2.688888888888889,6,0,0,True,False,True,0,2,Add ARCHITECTURE.md documenting package boundaries and update flow | Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `wuxia_rooftop_duel_2026/internal/render/render.mbt` (max ~127 lines)
xiaoxiaole,63,Fair,18,21,0,11,13,7,4,4,1182,1127,24,24,1.0,489,xiaoxiaole/internal/game/logic.mbt,108,"fn @types.Game::update_game_logic(game : @types.Game, dt : Float) -> Unit {",xiaoxiaole/internal/game/logic.mbt,2,0,70,8,39,6,3.25,6,0,0,True,False,True,0,2,Add at least one smoke test (README.mbt.md doctest or *_test.mbt)
zombie_safehouse_siege_2026,40,Needs Attention,2,16,0,11,11,1,1,1,1920,1746,16,16,1.0,1920,zombie_safehouse_siege_2026/main.mbt,1516,fn main {,zombie_safehouse_siege_2026/main.mbt,1,1,182,0,25,1,11.375,6,0,0,True,False,False,0,1,Add at least one smoke test (README.mbt.md doctest or *_test.mbt) | Split long function in `zombie_safehouse_siege_2026/main.mbt` (max ~1516 lines)
